구분 날짜,제목,게임,등급, 구분,출연자1 이름,출연자1 직업,출연자1 내용,출연자1 사진위치,출연자2 이름,출연자2 직업,출연자2 내용,출연자2 사진위치,출연자3 이름,출연자3 직업,출연자3 내용,출연자3 사진위치,세션소개,세션목차,권장대상,일정추가 링크
Day 1. 8월 25일(월)ㅣ16:30~17:20,언리얼 엔진의 멀티 플랫폼 엔진 아키텍처,"ALL, 프로그래밍",초급,없음,"윤준기, 에픽게임즈 코리아",소프트웨어 엔지니어 디벨로퍼 릴레이션,"에픽게임즈 코리아에서 소프트웨어 엔지니어로서 Linux, Qnx, Android와 같은 임베디드 디바이스 환경에서의 플랫폼 관련 기술 지원을 주로 담당하고 있습니다. 이전에는 OEM 내비게이션 디지털 트윈 회사에서 근무했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/Yoonjunki.png,,,,,,,,,"언리얼 엔진은 기본적으로 최신 디바이스에 자동으로 포팅을 지원하지만, 멀티 플랫폼을 효과적으로 지원하기 위해 엔진이 어떤 구조를 갖추고 있는지 이해해두면 많은 도움이 됩니다. 이 세션에서는 Main부터 BeginPlay까지 플랫폼별로 어떤 흐름으로 동작하는지, 각 플랫폼에 따라 툴체인이 어떻게 구성되는지, 엔진 내 플랫폼 종속적인 요소는 어떻게 처리되는지, 그리고 플랫폼별로 그래픽스 API를 어떻게 대응하고 있는지에 대해 다룹니다.","• 멀티 플랫폼 아키텍처<br>
• 부팅부터 BeginPlay까지<br>
• 언리얼 엔진 라이프사이클<br>
• 플랫폼별 툴체인 <br>
• 플랫폼별 종속적인 엔진 구성 요소<br>","언리얼 엔진 초보자, 현재 지원 중인 플랫폼 외에 다른 플랫폼 지원 구조가 궁금하신 분","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+1+TRACK+1+-+언리얼 엔진의 멀티플랫폼 엔진 아키텍처&dates=20250825T163000/20250825T172000&details=윤준기,에픽게임즈 코리아"
Day 1. 8월 25일(월)ㅣ16:30~17:20,"언리얼 엔진 5 애니메이션 리타기팅의 미래
","ALL, 비주얼아트",중급,없음,"Chris Murphy, Epic Games",Principal Technical Artist,"에픽게임즈의 디벨로퍼 릴레이션 팀의 시니어 테크니컬 아티스트로, 10년 이상의 언리얼 엔진 경험과 다양한 플랫폼의 게임 개발 경력을 보유하고 있습니다. Chris Murphy는 언리얼 엔진을 개발자들이 성공적인 프로젝트를 제작할 수 있도록 기술 지원과 자문을 제공하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/chrismurphy.png,,,,,,,,,"이 세션에서는 언리얼 엔진 5.6에 새롭게 추가된 애니메이션 리타기팅 기능을 소개하고, 향후 발전 방향에 대해 살펴봅니다. UE5 이후 리타기팅 기능이 어떻게 변화해 왔는지부터, UE 5.6에서 새롭게 업데이트된 에디터 인터페이스, 극단적으로 다른 비율의 캐릭터 및 소품 리타기팅 지원 등 주요 업데이트 내용을 다룹니다. 또한 언리얼 엔진에서 리타기팅 기능이 앞으로 어떻게 발전해 나갈지 소개하고, 다양한 캐릭터와 애니메이션에 손쉽게 리타기팅을 적용하는 방법과 새로운 리타깃 에디터의 사용법과 탐색 방법까지 자세히 설명합니다.","• 애니메이션 리타기팅이란<br>
• 언리얼 엔진에서의 리타기팅 역사<br>
• 리타기팅의 기본 개념5.6의 새로운 기능<br>
• 5.6의 새로운 기능<br>
• 향후 예정된 업데이트","
애니메이션 또는 로직을 다양한 캐릭터에 손쉽게 적용하고자 하는 테크 애니메이터 및 테크니컬 아티스트","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+1+TRACK+2+-+언리얼 엔진 5 애니메이션 리타기팅의 미래 &dates=20250825T163000/20250825T172000&details=Chris Murphy, Epic Games"
Day 1. 8월 25일(월)ㅣ16:30~17:20,듀랑고 IP &lt;프로젝트 DX&gt;의 성공적인 PCG 활용 사례: PCG로 새로운 듀랑고의 오픈월드 바이옴 구성하기,"ALL, 비주얼아트",중급,없음,"김경환, 넥슨게임즈",테크니컬 아티스트,"넥슨게임즈 &lt;프로젝트 DX&gt;에서 배경 담당 TA로 재직 중이며, 이전에는 엔픽셀 TA팀에서 배경 TA를 맡았습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kimkunghwan.png,,,,,,,,,"이 세션에서는 듀랑고 IP를 사용한 차세대 MMORPG 게임을 개발 중인 &lt;프로젝트 DX&gt;에서 언리얼 엔진 5의 PCG를 활용하여 식생 분포를 사실적이면서도 효율적으로 생성한 사례를 공유합니다. 또한 PCG 생성 시간을 단축하고 PCG 그래프를 최적화 한 경험, 그 외 PCG 꿀팁 등을 공유합니다.","• 발표 및 PCG 소개<br>
• PCG로 오픈월드 바이옴 구성하기<br>
• PCG 생성 시간 단축하기<br>
• PCG 꿀팁","PCG 사용 사례가 궁금하거나 PCG 도입을 고민 중인 프로그래머<br>
테크니컬 아티스트<br>
배경 레벨러","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+1+TRACK+3+-+듀랑고 IP <프로젝트 DX>의 성공적인 PCG 활용 사례: PCG로 새로운 듀랑고의 오픈월드 바이옴 구성하기&dates=20250825T163000/20250825T172000&details=김경환, 넥슨게임즈"
Day 1. 8월 25일(월)ㅣ17:30~18:20,"스케일러빌리티를 넘어서: 일본에서 전하는 멀티 플랫폼 인사이트
","게임, 프로그래밍, 비주얼아트",고급,없음,"Noriaki Shinoyama, Epic Games Japan ",Customer Success Director,"2015년에 Epic Games Japan에 서포트 엔지니어로 입사하여, 현재는 기술 지원 및 관련 업무를 총괄하는 디렉터로 재직 중입니다. 이전에는 Sony Computer Entertainment&#40;현 Sony Interactive Entertainment&#41;에서 그래픽 R&D 및 개발 지원의 역할을 수행했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/noriakishinoyama.png,,,,,,,,,"언리얼 엔진은 멀티 플랫폼 개발을 위한 강력한 툴세트를 제공하지만, 실제 개발자들은 PC부터 Nintendo Switch에 이르기까지 각 플랫폼에서 최고의 퍼포먼스와 퀄리티를 구현하기 위해 다양한 방법을 활용하고 있습니다. 이 세션에서는 Epic Games Japan이 여러 타이틀을 통해 축적한 멀티 플랫폼 개발 노하우를 공유합니다. *본 세션에서는 모바일 플랫폼의 스케일러빌리티는 다루지 않습니다.","•  일본에서의 언리얼 엔진 활용 사례<br>
•  언리얼 엔진의 멀티 플랫폼 지원 기능 소개<br>
•  일본 개발자들이 실제로 멀티 플랫폼을 개발하는 방식<br>
•  사용하는 기능과 사용하지 않는 기능, 그리고 창의적인 접근법 <br>
•  요약","콘솔을 포함한 멀티 플랫폼으로 자체 게임을 출시할 계획이거나 희망하는 엔지니어, 디자이너, 게임 디자이너","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+1+TRACK+1+-+스케일러빌리티를 넘어서: 일본에서 전하는 멀티 플랫폼 인사이트&dates=20250825T173000/20250825T182000&details=Noriaki Shinoyama, Epic Games Japan "
Day 1. 8월 25일(월)ㅣ17:30~18:20,1인 창작자가 극장용 애니메이션을 제작하고 상영하기까지,"애니메이션, 기획, 비주얼아트",초급,없음,"정명국, 자루스튜디오",대표,"자루스튜디오 대표로 재직 중이며, 언리얼 엔진 5를 활용해 극장용 애니메이션을 1인 창작하여 제작·상영하였고, 장항습지 3D 애너모픽 미디어 아트 등 다양한 콘텐츠를 제작했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/JungMyungGuk.jpg,,,,,,,,,"이 세션에서는 1인 창작자가 언리얼 엔진의 제작 기술을 빠르게 습득하고 애니메이션 프로젝트를 완성하기까지의 여정을 소개합니다. 극장용 애니메이션을 완성하기 위해 언리얼 엔진을 도입하게 된 배경과 의미를 공유하며, 언리얼 엔진 완전 초보자가 애니메이션 제작 파이프라인을 적용해 나가는 과정에서 겪은 다양한 시행착오와 에피소드, 그리고 그 과정에서 얻은 유용한 팁과 활용법, 언리얼 엔진만의 강점들을 함께 공유하고자 합니다.","• 언리얼 엔진을 제작 파이프라인에 도입하게 된 배경<br>
• 1인 창작자로서 애니메이션 제작을 위한 파이프라인의 구성<br>
• 1인 창작자를 위한 여러가지 DCC와의 통합 방법<br>
• 작품의 제작 퀄리티를 높이기 위한 언리얼 엔진의 카메라, 라이팅 중요성<br>
• 제작을 위한 빠른 학습방법과 여러가지 유용한 학습용 팁<br>
• 1인 창작자가 지금 당장 언리얼 엔진을 도입해야하는 이유",언리얼 엔진을 활용하여 애니메이션을 제작하고자 하는 1인 또는 10인 미만의 소규모 제작사,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+1+TRACK+2+-+1인 창작자가 극장용 애니메이션을 제작하고 상영하기까지&dates=20250825T173000/20250825T182000&details=정명국, 자루스튜디오"
Day 1. 8월 25일(월)ㅣ17:30~18:20,"&lt;몬길: STAR DIVE&gt; 다이내믹 라이팅 세팅을 활용한 리얼타임 시퀀스 라이팅
","게임, 비주얼아트",중급,없음,"박상혁, 넷마블몬스터",팀장,"넷마블몬스터 비주얼프로덕션실에서 라이팅 팀장으로 재직 중이며, &lt;몬길: STAR DIVE&gt;, &lt;레이븐2&gt;, &lt;마블 퓨처 레볼루션&gt; 등의 인게임 시네마틱 라이팅 작업에 참여했습니다. 이전에는 애니메이션 회사에서 라이팅 팀장으로 재직하며 &lt;라바&gt; 시리즈, &lt;다이노코어&gt; 등 다수의 TV 애니메이션 프로젝트에 참여했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/parkSanghyuk.png,,,,,,,,,"이 세션에서는 서브컬처 게임에서 인게임 실시간 연출 시퀀스의 라이팅을 어떻게 구성했는지, 그리고 애니메이션, FX 팀 등 타 부서와의 협업에 시퀀서를 어떻게 활용했는지를 살펴봅니다.","• 실시간 라이팅 작업의 목표<br>
• 언리얼 시퀀서를 이용한 라이팅 작업<br>
• 모듈형 배경에서의 라이팅 작업<br>
• SDF&#40;Signed Distance Fields&#41;와 커스텀 셰이더를 이용한 캐릭터 라이팅<br>
• 퀄리티 향상을 위한 작업 방식",시퀀서를 이용한 인게임 리얼타임 라이팅에 관심 있는 3D 아티스트,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+1+TRACK+3+-+<몬길: STAR DIVE> 다이내믹 라이팅 세팅을 활용한 리얼타임 시퀀스 라이팅 &dates=20250825T173000/20250825T182000&details=박상혁, 넷마블몬스터"
Day 2. 8월 26일(화) | 10:00~10:50,"

영화 VFX 업체가 방대한 오픈월드 생존 RPG 게임을 개발할 수 있었던 방법","ALL, 프로그래밍, 비주얼아트",중급,없음,"한지수, 폴리모프",개발팀 팀장,현재 폴리모프에 재직 중이며 &lt;이프선셋&gt; 게임 초기 단계부터 개발자로 참여하였고 개발 팀장으로 &lt;이프선셋&gt;의 개발 총괄을 맡고 있습니다.,https://unrealsummit16.cafe24.com/2025/ufest25/speaker/hanjisu.jpg,"이수하, 폴리모프",아트팀 테크니컬 아티스트,현재 폴리모프에 재직 중이며 &lt;이프선셋&gt; 게임에 테크니컬 아티스트로 &lt;이프선셋&gt;에 필요한 아트 표현 기술들을 R&D하고 지원하고 있습니다.,https://unrealsummit16.cafe24.com/2025/ufest25/speaker/leesuhas.png,,,,,"이 세션에서는 영화 VFX의 에셋 납품사였던 &#40;주&#41;폴리모프가 인디 게임 개발사로 전환해, 방대한 오픈월드 생존 RPG 게임 &lt;이프선셋&gt;을  어떻게 개발하고 얼리 액세스까지 출시하게 되었는지 그 과정을 공유합니다. 또한, 개발 과정에서 언리얼 엔진의 다양한 기능들을 어떻게 활용했는지, 특히 가장 도움이 되었던 기능은 무엇이었는지도 함께 살펴봅니다.","• 영화 VFX 업체에서 게임 개발사로<br>
• 블루프린트: 아티스트에서 전문 개발자로 방대한 오픈월드를 빠르게 제작하기 위한 언리얼 엔진 활용<br>
• 협업 툴과의 연동성: 퍼포스와 월드 파티션을 활용한 월드 제작 방식 사례<br>
• 인디를 위한 언리얼: 인디 개발사에게 언리얼 엔진이 더욱 중요해진 현실적인 이유","오픈월드 게임 개발을 목표로 하는 인디 게임 개발사<br>
블루프린트를 활용한 게임 개발에 관심 있는 개발자 및 아티스트<br>
월드파티션, HLOD, 데이터 레이어, PCG에 관심 있는 개발자 및 아티스트","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+영화 VFX 업체가 방대한 오픈월드 생존 RPG 게임을 개발할 수 있었던 방법&dates=20250826T100000/20250826T105000&details=한지수,폴리모프/이수하,폴리모프"
Day 2. 8월 26일(화) | 10:00~10:50,기술 혁신으로 여는 창의적 스토리텔링의 미래,"애니메이션, 비주얼아트",초급,없음,"Blake Baxter, IEL",Co-founder &amp; CEO,"Blake는 Immersive Enterprise Laboratories&#40;IEL&#41;의 공동 CEO 이자 공동 창립자입니다. 그는 15년 이상 전략 자문과 10여 년간 벤처 캐피털과 사모 투자&#40;Private Equity&#41; 분야에서 경험을 쌓으며, 신흥 기술 기업의 글로벌 확장과 우수한 성과를 내는 팀 구축을 이끌어왔습니다. 또한 스타트업부터 다국적 기업까지 전략과 실행 전반에 전문성을 보유하고 있으며, UC Irvine 사회과학대학 위원으로 활동하며 학제 간 연구와 협력을 지원하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/BlakeBaxter.png,"Daniel Urbach, IEL",Co-founder &amp; CCO,"Daniel은 Immersive Enterprise Laboratories&#40;IEL&#41;의 공동 CEO 이자 공동 창립자입니다. IEL 설립 전에는 Wonderfirst를 공동 설립해 IMAX 돔 극장을 위한 Impossible Science 쇼와 Fleet Science Center의 전시를 기획했습니다. 그는 Disney Animation, Fox Animation Domination High-Def 등에서 애니메이션 프로젝트에 참여했으며, Netflix, Apple, Comic-Con HQ, Sony 등 글로벌 기업과의 협업을 통해 스토리텔링과 디자인, 프로덕션 전반에서 폭넓은 전문성을 쌓아왔습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/DanielUrbach.png,,,,,"언리얼 엔진과 실시간 비선형&#40;Non-Linear&#41;워크플로가 애니메이션 스토리텔링을 어떻게 새롭게 바꾸고 있는지 직접 경험해보세요. HP와 NVIDIA의 앞선 기술을 기반으로 한 IEL은 AI로 강화된 파이프라인을 통해 빠른 반복, 뛰어난 비주얼 품질, 그리고 더 큰 창의적 자유를 실현합니다. 이번 세션에서는 전통적인 스크린을 넘어, 새로운 몰입형 형식으로 확장되는 스토리의 가능성을 함께 만나실 수 있습니다.","• 언리얼 엔진이 애니메이션 워크플로를 혁신하는 방식 이해하기<br>
• IEL이 실시간 비선형 스토리텔링을 어떻게 구현했는지 배우기<br>
• HP Z 워크스테이션과 솔루션으로 워크플로를 가속화하는 방법 확인하기","최신 NVIDIA, HP 기술을 사용하여 애니메이션, 게임 개발 및 AI 렌더링 작업이 필요하신 분  ","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+2+-+기술 혁신으로 여는 창의적 스토리텔링의 미래&dates=20250826T100000/20250826T105000&details=Blake Baxter, IEL/Daniel Urbach, IEL"
Day 2. 8월 26일(화) | 10:00~10:50,언리얼 엔진을 활용한 전투기 정비훈련 시뮬레이터 구축,"시뮬레이션, XR",중급,없음,"이동훈, KAI",실장,"한국항공우주산업&#40;KAI&#41;에서 M&S 사업 전반을 총괄하고 있으며, 25년간 항공기 훈련체계 및 시뮬레이션 분야에 종사해 온 전문가입니다. 전투기, 헬리콥터, 잠수함, 수상함 등 다양한 군용 시뮬레이터의 국산화에 기여했으며, 최근에는 4차 산업혁명 기술을 접목한 군 교육훈련 매체 개발에 주력하고 있습니다. VR·MR, 디지털 트윈, AI 기반 조종 시뮬레이터 등 실시간 3D 기술을 활용한 차세대 훈련 솔루션 개발에 풍부한 경험을 보유하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/leedonghun.jpg,"김대욱, 비브스튜디오스",기술 감독,"2004년 비브스튜디오스&#40;구 3D-Core&#41;에 입사하여 콘텐츠 제작자로 경력을 시작했으며, 현재는 다년간의 제작 경험을 바탕으로 언리얼 엔진 기술 감독&#40;Technical Director&#41;을 담당하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kimdaewook.jpg,,,,,"이 세션에서는 국산 전투기의 정비 훈련을 위해 언리얼 엔진 기반의 훈련 시뮬레이터를 구축한 사례를 공유합니다. UE5의 뛰어난 비주얼 퀄리티와 장비 호환성을 기반으로, 실제 하드웨어에 필요한 장착 및 탈거 절차, 작동 점검, 고장 진단 훈련 등을 실시간 시뮬레이션을 통해 몰입감 있는 가상 환경에서 수행할 수 있도록 어떻게 구현했는지 설명합니다. 또한, 반복되는 훈련 과정에서 발생하는 다양한 시나리오를 사용자가 직접 편집할 수 있는 기능에 대해서도 다룰 예정입니다.","• 전투기 정비훈련이란?<br>
•  전투기 정비 훈련의 현재와 사용자의 니즈<br>
•  DT와 가상 정비훈련 환경의 구축 <br>
•  전투기 설계 데이터를 활용한 콘텐츠 파이프라인 구축<br>
•  언리얼 엔진 기능을 활용한 정비훈련 시뮬레이션 플랫폼 구축<br>
•  비전: 언리얼 엔진을 활용한 지속 가능한 정비 훈련 시뮬레이션 콘텐츠 플랫폼 구축","군/민간 정비교육훈련 관련 기획자<br>
사용자 편집 기능이 포함된 VR 환경/플랫폼 개발자
","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+3+-+언리얼 엔진을 활용한 전투기 정비훈련 시뮬레이터 구축&dates=20250826T100000/20250826T105000&details=이동훈,KAI/김대욱,비브스튜디오스"
Day 2. 8월 26일(화) | 11:00~11:25,에픽 온라인 서비스&#40;EOS&#41;를 활용한 게임의 치팅 대응,"ALL, 프로그래밍",초급,없음,"김정욱, 에픽게임즈 코리아",시니어 게임 시큐리티 엔지니어,에픽게임즈 코리아에서 게임 시큐리티 엔지니어로 안티치트 개발에 직접 참여하고 있고 이전에는 넥슨에서 게임 보안 개발에 참여했습니다.,https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kimjungwook.jpg,,,,,,,,,"에픽 온라인 서비스&#40;Epic Online Services, EOS&#41;는 다양한 플랫폼 게임 개발을 지원하는 에픽의 통합 서비스입니다. 이 세션에서는 EOS에 대한 사용법과 이지 안티 치트를 활용하여 치팅을 대응하기 위해 필요한 기술적·운영적 접근 방식을 소개합니다.","• 에픽 온라인 서비스에 대한 개요<br>
• 에픽 온라인 서비스를 활용한 게임의 치팅 대응: EOS Interface, SDK API, Web API, 운영 등에 대한 설명","게임 보안 솔루션 도입을 고려 중인 게임 개발사 및 개발자, 게임 보안 엔지니어<br>
게임 클라이언트 및 서버 엔지니어<br>
게임 서비스 운영자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+에픽 온라인 서비스(EOS)를 활용한 게임의 치팅 대응&dates=20250826T110000/20250826T112500&details=김정욱, 에픽게임즈 코리아"
Day 2. 8월 26일(화) | 11:25~11:50,&lt;서든어택&gt;의 Easy Anti-Cheat 적용기,"ALL, 프로그래밍",초급,없음,"서미혜, 넥슨게임즈",과장,넥슨게임즈 SA스튜디오에서 보안 엔지니어로 재직 중이며 &lt;서든어택&gt; 프로젝트의 보안 전반 업무를 담당하고 있습니다.,https://unrealsummit16.cafe24.com/2025/ufest25/speaker/SeoMiHye.jpg,,,,,,,,,"이 세션에서는 라이브 서비스 중인 &lt;서든어택&gt; 프로젝트에 이지 안티 치트&#40;Easy Anti-Cheat&#41;를 도입하게 된 배경과 클라이언트/서버 사이드 연동 과정에서 겪었던 이슈, 고민, 그리고 트러블슈팅 등 실제 연동 과정 전반에 있었던 경험을 공유합니다.","• 이지 안티 치트 연동 배경<br>
• 이지 안티 치트 연동 과정<br>
• 이지 안티 치트 라이브 서비스","라이브 서비스 중인 게임에서 치트 대응을 위해 서드파티 보안 솔루션 도입을 고민 중인 개발팀 담당자<br>
게임 프로젝트 의보안성 강화를 고민하고 있는 개발 및 운영 담당자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+<서든어택> Easy AntiCheat 적용기&dates=20250826T112500/20250826T115000&details=서미혜, 넥슨게임즈"
Day 2. 8월 26일(화) | 11:00~11:50,하이퍼 리얼리티 자연유산 에셋의 제작과 활용,"ALL, 디지털 트윈",초급,없음,"고명현, 문화유산기술연구소",수석연구원,"문화유산기술연구소 TRIC에서 수석연구원으로 재직 중이며, 국가유산에 대한 디지털 복원 및 아카이빙을 담당하고 있습니다. 언리얼 엔진을 활용한 미디어 아트 콘텐츠 제작 또한 담당하고 있으며 2024년 &lt;고양 벽제관지&gt;와 &lt;북한산성 행궁지&gt; 디지털 복원 프로젝트를 수행했고, 현재는 2025년 네이처 AI 디지털 아카이빙 연구를 진행하고있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/KoMyunghyun.jpg,,,,,,,,,"이 세션에서는 콘텐츠 제작의 핵심 요소인 지형, 수목 등 자연유산 에셋 제작 방법과 활용 방안을 다룹니다. 현재 수목과 지형 등 자연유산 에셋은 대부분 해외 데이터에 의존하고 있지만, 문화유산기술연구소는 풍부한 디지털 데이터 취득과 에셋 제작 경험을 바탕으로 고유한 에셋 데이터 구축에 힘쓰고 있습니다. 이 세션에서는 그 성과의 일부를 소개하며, 지금까지 콘텐츠 제작자들이 갈망해온 초고퀄리티 자연환경 에셋의 다양화를 제시하고, 더 많은 제작자들이 직접 에셋 제작에 도전할 수 있도록 방향성을 제안하고자 합니다.


","• 문화유산기술연구소&#40;TRIC&#41; 소개<br>
• 포토그래메트리 3D 스캔을 통한 자연유산 데이터 취득과 리얼리티캡처를 활용한 정합<br>
• 언리얼 엔진과 트윈모션에서의 제작 에셋 데이터의 활용<br>
• 자연유산 에셋 데이터의 가치와 미래","레벨 제작에 관심 있는 아티스트<br>
영화/VFX/게임 시네마틱 등 고퀄리티 영상 제작에 관심 있는 제작자<br>
3D 스캔 등의 디지털 트윈 관련 기술에 관심 있는 작업자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+2+-+하이퍼 리얼리티 자연유산 에셋의 제작과 활용&dates=20250826T110000/20250826T115000&details=고명현, 문화유산기술연구소"
Day 2. 8월 26일(화) | 11:00~11:50,언리얼 엔진과 에픽 에코시스템을 통한 시뮬레이션 산업의 혁신,"시뮬레이션, 디지털 트윈",초급,없음,"Mark Collins, Epic Games
",Senior Global Business Development Lead ,"Mark는 군사 및 방위 훈련·시뮬레이션 분야에서 오랜 경험을 갖춘 전문가로, 영국 육군 복무 후 주요 방산 기업들과 함께하며 업계에 기여해 왔습니다. 2020년 에픽게임즈에 합류해 시뮬레이션 분야 글로벌 비즈니스 개발을 이끌고 있으며, 파트너십 확대와 산업 내 혁신을 통해 기술 도입을 주도하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/markcollins.jpg,"Alban Bergeret, Epic Games",Unreal Engine Solution Architect Director,"Alban은 20년 이상의 경력을 보유한 시뮬레이션 전문가로, 디지털 트윈, 자동차 및 철도 시뮬레이션, 방위 산업 등 다양한 분야에서 전문성을 쌓아왔습니다. 프로젝트 매니저, 소프트웨어 아키텍트 등 여러 핵심 역할을 수행하며 훈련 시뮬레이터 개발을 성공적으로 이끌었습니다. 2020년부터는 에픽게임즈 몬트리올 지사에서 시뮬레이션 분야 솔루션 아키텍트로 근무하며, 글로벌 커뮤니티를 지원하는 동시에 다양한 산업군을 대상으로 하는 솔루션 아키텍트 팀을 이끌며 기술 혁신을 주도하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/albanbergeret.jpg,,,,,"이 세션에서는 시뮬레이션, 지리공간, 디지털 트윈 산업에 종사하는 개발자 및 전문가를 대상으로 에픽 에코시스템의 다양한 툴들이 글로벌 시뮬레이션 산업에 어떤 혁신을 가져오고 있는지를 살펴볼 예정입니다. 또한, 정확한 하늘 시뮬레이션이 가능한 Celestial Vault 플러그인과 지리공간 데이터를 활용한 합성 환경을 구축하는 &lt;Project Atlante&gt; 등 흥미로운 신규 기능과 최신 업데이트도 함께 공유합니다.
","• 에픽 시뮬레이션 팀의 역할 소개<br>
• 시뮬레이션 활용 사례 및 고객 성과 공유<br>
• 지리공간 데이터를 활용한 월드 제작: &lt;Project Atlante&gt; 업데이트<br>
• 사실적인 밤 하늘 구현: Celestial Vault 플러그인",시뮬레이션 및 디지털 트윈 개발에 관심 있는 분,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+3+-+언리얼 엔진과 에픽 에코시스템을 통한 시뮬레이션 산업의 혁신&dates=20250826T110000/20250826T115000&details=Mark Collins, Epic Games
/Alban Bergeret, Epic Games"
Day 2. 8월 26일(화)ㅣ13:00~13:50,꼭 써봐야 할 나이아가라 고급 개념들,"ALL, 비주얼아트",중급,없음,"Chris Murphy, Epic Games",Principal Technical Artist,"에픽게임즈의 디벨로퍼 릴레이션 팀의 시니어 테크니컬 아티스트로, 10년 이상의 언리얼 엔진 경험과 다양한 플랫폼의 게임 개발 경력을 보유하고 있습니다. Chris Murphy는 언리얼 엔진을 개발자들이 성공적인 프로젝트를 제작할 수 있도록 기술 지원과 자문을 제공하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/chrismurphy.png,,,,,,,,,"나이아가라에는 아직 많은 분들이 잘 모르는 매우 유용한 기능들이 많이 있습니다. 예를 들어, 데이터 채널을 활용하여 수백 개의 이미터를 하나의 드로 콜로 처리할 수 있고, 이웃 그리드를 활용하면 파티클 간의 상호작용을 통해 복잡한 동작을 구현할 수 있으며, 시뮬레이션 스테이지를 통해 단 하나의 파티클 없이도 동적인 이펙트를 제작할 수 있습니다. 이 세션에서는 여러분의 팀 프로젝트에서 더욱 향상된 이펙트와 효과적인 비주얼 구현에 큰 도움이 되는 꼭 활용해야 할지도 모를 나이아가라의 잘 알려지지 않은 기능들을 다룰 예정입니다.","• 시뮬레이션 스테이지 기반의 렌더링 제작<br>
• 캐릭터에 충돌 지점을 그려주는 파티클 제작<br>
• 위 기능들을 이웃 그리드를 활용해 효율적으로 구현<br>
• 데이터 채널을 활용해 고밀도의 VFX 씬 최적화",나이아가라의 기초를 이해하고 있으며 더 나은 퍼포먼스와 퀄리티를 위한 고급 기술을 배우고자 하는 개발자,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+꼭 써봐야 할 나이아가라 고급 개념들&dates=20250826T130000/20250826T135000&details=Chris Murphy, Epic Games"
